SYMBOL;DESCRIPTION;IBKR SYMBOL;CURRENCY;PRODUCT;REGION;EXCHANGE *PRIMARY EXCHANGE;Classificação Econômica;inloco
ALM;ALLIANCE MINING CORP;ALM;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ALMA;ALMA GOLD INC;ALMA;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ALQ;ALQ GOLD CORP;ALQ;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ALS;ALTIUS MINERALS CORPORATION;ALS;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ALT;ALTURAS MINERALS CORP;ALT;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ALTA;ALTAMIRA GOLD CORP;ALTA;CAD;Stocks;CA;VENTURE*;Desenvolvido;1
ALTN.P;ALTINA CAPITAL CORP;ALTN.P;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ALTR.P;ALTEREGO VENTURES 24 CORP;ALTR.P;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ALV;ALVOPETRO ENERGY LTD;ALV;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ALY;ANALYTIXINSIGHT INC;ALY;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
ALYA;ALITHYA GROUP INC-CLASS A;ALYA;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
AMC;ARIZONA METALS CORP;AMC;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
AMD;ADVANCED MICRO DEVICES CDR;AMD;CAD;Stocks;CA;AEQLIT*;Desenvolvido;1
AME;ABACUS MINING & EXPLORATION;AME;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
AMG.P;AMG ACQUISITION CORP;AMG.P;CAD;Stocks;CA;VENTURE*;Desenvolvido;1
AMK;AMERICAN CREEK RESOURCES LTD;AMK;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
AML;AKWAABA MINING LTD;AML;CAD;Stocks;CA;VENTURE*;Desenvolvido;1
AMM;ALMADEN MINERALS LTD - B;AMM;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
AMMP;AMMPOWER CORP;AMMP;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
AMP;AMERICAN POTASH CORP;AMP;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
AMPD;AMPD VENTURES INC;AMPD;CAD;Stocks;CA;AEQLIT;Desenvolvido;1
