SYMBOL;DESCRIPTION;IBKR SYMBOL;CURRENCY;PRODUCT;REGION;EXCHANGE *PRIMARY EXCHANGE;Classificação Econômica;inloco
6245;HIRANO TECSEED CO (KINZOKU);6245.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6246;TECHNO SMART CORP;6246.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6247;HISAKA WORKS LTD;6247.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6248;YOKOTA MANUFACTURING CO LTD;6248.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6249;GAMECARD-JOYCO HOLDINGS INC;6249.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6250;YAMABIKO CORP;6250.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6254;NOMURA MICRO SCIENCE CO LTD;6254.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6255;NPC INC;6255.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6257;SIGURD MICROELECTRONICS CORP;6257;TWD;Stocks;TW;TWSE*;Desenvolvido;1
6257;FUJISHOJI CO LTD;6257.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6258;HIRATA CORP;6258.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
626;PUBLIC FINANCIAL HLDG LTD;626;HKD;Stocks;HK;SEHK*;Desenvolvido;1
6262;PEGASUS CO LTD;6262.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6264;MARUMAE CO LTD;6264;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
6265;CONVUM LTD;6265.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6266;TAZMO CO;6266;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
6267;GENERAL PACKER CO LTD;6267.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6268;NABTESCO CORP;6268;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
6269;FLEXIUM INTERCONNECT INC;6269;TWD;Stocks;TW;TWSE*;Desenvolvido;1
6269;MODEC INC;6269.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
627;JAPAN KYOSEI GROUP CO LTD;627;HKD;Stocks;HK;SEHK*;Desenvolvido;1
6271;TONG HSING ELECTRONIC INDUST.;6271;TWD;Stocks;TW;TWSE*;Desenvolvido;1
6272;RHEON AUTOMATIC MACHINERY;6272.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6273;SMC CORP;6273.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6276;SIRIUSVISION CO LTD;6276.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6277;HOSOKAWA MICRON CORP;6277;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
6277;ATEN INTERNATION CO LTD;6277;TWD;Stocks;TW;TWSE*;Desenvolvido;1
6278;UNION TOOL CO;6278;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
6278;TAIWAN SURFACE MOUNTING TECH;6278;TWD;Stocks;TW;TWSE*;Desenvolvido;1
6279;ZUIKO CORP;6279.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
628;TONG TONG AI SOCIAL GROUP LT;628;HKD;Stocks;HK;SEHK*;Desenvolvido;1
6281;E-LIFE MALL CORP;6281;TWD;Stocks;TW;TWSE*;Desenvolvido;1
6282;OILES CORP;6282.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6282;ACBEL POLYTECH INC;6282;TWD;Stocks;TW;TWSE*;Desenvolvido;1
6283;SHUN ON ELECTRONIC CO LTD;6283;TWD;Stocks;TW;TWSE*;Desenvolvido;1
6284;NISSEI ASB MACHINE CO LTD;6284.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6285;WISTRON NEWEB CORP;6285;TWD;Stocks;TW;TWSE*;Desenvolvido;1
6286;SEIKO CORP;6286;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
6287;SATO HOLDINGS CORP;6287;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
6288;FAST RETAILING CO LTD-HDR;6288;HKD;Stocks;HK;SEHK*;Desenvolvido;1
6288;EXCELLENCE OPTO INC;6288;TWD;Stocks;TW;TWSE*;Desenvolvido;1
6289;GIKEN LTD;6289;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
629;YUE DA INTERNATIONAL HOLDING;629;HKD;Stocks;HK;SEHK*;Desenvolvido;1
6291;AIRTECH JAPAN LTD;6291.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6292;KAWATA MFG CO LTD;6292.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6293;NISSEI PLASTIC INDUSTRIAL CO;6293.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6294;OKADA AIYON CORP;6294.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6297;KOKEN BORING MACHINE CO LTD;6297.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6298;YAC HOLDINGS CO LTD;6298.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
63;CHINA ASIA VALLEY GROUP LTD;63;HKD;Stocks;HK;SEHK*;Desenvolvido;1
630;AMCO UNITED HOLDING LTD;630;HKD;Stocks;HK;SEHK*;Desenvolvido;1
6301;KOMATSU LTD;6301.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6302;SUMITOMO HEAVY INDUSTRIES;6302.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6305;HITACHI CONSTRUCTION MACHINE;6305.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6306;NIKKO CO LTD;6306.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6307;SANSEI CO LTD;6307;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
